distance,soundIntensity
14.7616530386,78.9508900859
14.7616530386,68.5424416928
14.7616530386,65.7814217693
14.7616530386,65.5680682729
14.7602030731,66.6447770151
14.7602030731,66.6447770151
14.7602030731,68.9970031311
14.7602030731,73.4423394262
14.7556825926,71.4527945304
14.7556825926,71.4527945304
14.7556825926,71.5601217272
14.7556825926,65.4809858886
14.7556825926,74.2030186709
14.7556825926,83.0702229126
14.750948885,83.0702229126
14.750948885,72.6962594756
14.750948885,70.0954442295
14.750948885,69.8503602792
14.7493709825,69.2536117212
14.7493709825,78.6855509867
14.7493709825,72.8278147686
14.7493709825,70.8668521562
14.7448505028,70.8668521562
14.7448505028,64.2461617849
14.7448505028,72.3148725803
14.7448505028,67.8796223091
14.7433152461,64.7437584488
14.7433152461,70.4417326605
14.7433152461,74.0139579375
14.7433152461,66.727751153
14.738666831,66.727751153
14.738666831,63.3563406027
14.738666831,62.0774972727
14.738666831,71.5588564972
14.7371742197,66.5749851578
14.7371742197,76.9966132044
14.7371742197,79.5705940523
14.7371742197,69.6466428809
14.7323978631,71.6972276951
14.7323978631,76.5006125698
14.7323978631,71.499737183
14.7323978631,71.3640022909
14.7308199597,78.5990434152
14.7308199597,71.7076204837
14.7308199597,62.9706165391
14.7308199597,72.9441295724
14.7262568337,72.9441295724
14.7262568337,78.0671734244
14.7262568337,69.865183459
14.7262568337,66.4365361444
14.7246362861,64.731666863
14.7246362861,64.731666863
14.7246362861,63.2777486282
14.7246362861,65.6033880486
14.7199025813,76.4424182922
14.7199025813,68.4705110257
14.7199025813,77.6064234326
14.7199025813,65.6628994995
14.7199025813,65.6628994995
14.7199025813,72.3927676697
14.7152115178,72.5971014341
14.7152115178,65.5738398163
14.7152115178,64.1297672824
14.7152115178,69.093735623
14.7136336145,69.093735623
14.7136336145,81.9806034302
14.7136336145,69.1454849571
14.7136336145,70.5331305393
14.708942552,72.8998320976
14.708942552,68.7463269708
14.708942552,75.4954845635
14.708942552,65.251739725
14.7074072955,63.5434336351
14.7074072955,70.5282576226
14.7074072955,66.8494549247
14.7074072955,77.5845742033
14.7025882959,72.5432656059
14.7025882959,68.8923891817
14.7025882959,68.8923891817
14.7025882959,68.0949889895
14.7025882959,67.3097811391
14.7025882959,70.6406533293
14.6977692999,70.6406533293
14.6977692999,65.5231169293
14.6977692999,69.8548386291
14.6977692999,68.5106866098
14.6977692999,70.666915282
14.6977692999,76.5909948327
14.6929929486,76.5909948327
14.6929929486,71.3137991402
14.6929929486,65.209575868
14.6929929486,85.3989532484
14.6929929486,82.8174758391
14.6929929486,68.2195268953
14.688344534,66.1779248809
14.688344534,66.2511324099
14.688344534,74.6270848413
14.688344534,76.7474239254
14.6866813407,84.1791851907
14.6866813407,84.1791851907
14.6866813407,79.364509567
14.6866813407,75.5230757952
14.6819476398,74.7407743706
14.6819476398,71.6591767355
14.6819476398,71.6591767355
14.6819476398,75.6896224261
14.6819476398,74.8449013481
14.6819476398,70.8921851278
14.6819476398,70.8921851278
14.6770007226,79.1618833696
14.6770007226,80.0384638133
14.6770007226,67.2153853932
14.6770007226,70.9377840674
14.6770007226,70.9377840674
14.6770007226,77.1691208308
14.6722670275,76.9196695646
14.6722670275,68.7025243003
14.6722670275,70.8722836465
14.6722670275,65.3273290231
14.6722670275,80.2171100012
14.6672347978,71.5318378558
14.6672347978,65.1778026215
14.6672347978,72.9259921319
14.6672347978,73.7472336264
14.6672347978,73.7472336264
14.6672347978,72.0281755817
14.6625010886,74.5155986399
14.6625010886,73.0975904887
14.6625010886,71.7711230856
14.6625010886,71.3869092261
14.6625010886,69.2742842092
14.6625010886,71.5340322751
14.6575967941,71.5340322751
14.6575967941,78.5703603581
14.6575967941,77.0047778344
14.6575967941,70.7333020625
14.6575967941,75.8211405181
14.6575967941,72.5799662083
14.6575967941,74.1619591845
14.6528204374,74.1619591845
14.6528204374,71.6694176081
14.6528204374,70.8794415258
14.6528204374,70.8794415258
14.6528204374,68.7957650255
14.6478734988,73.6887268007
14.6478734988,73.6887268007
14.6478734988,69.9523044231
14.6478734988,74.7112605057
14.6478734988,77.437419837
14.6478734988,76.8418323543
14.6478734988,77.0925479199
14.6429692062,70.5537576762
14.6429692062,68.3777247079
14.6429692062,74.8040122442
14.6429692062,76.643550994
14.6429692062,84.0189706393
14.6429692062,76.6184872571
14.6379369748,76.6184872571
14.6379369748,75.73128243
14.6379369748,63.6051348917
14.6363164257,74.2559855791
14.6363164257,80.8771838516
14.6363164257,71.5558300163
14.6363164257,76.4949326423
14.6363164257,76.4949326423
14.6314121323,73.9556810537
14.6314121323,73.937046069
14.6314121323,74.64794726
14.6314121323,72.3160162746
14.6314121323,70.1564650337
14.6314121323,69.1318352233
14.6264651958,70.8752598466
14.6264651958,64.1975024448
14.6264651958,70.428080448
14.6264651958,77.4509936069
14.6264651958,75.8139919657
14.6264651958,66.3943995643
14.6215609053,66.3943995643
14.6215609053,64.8798779316
14.6215609053,69.4325349876
14.6215609053,69.4325349876
14.6215609053,79.0616191362
14.6165713187,79.1824598632
14.6165713187,75.0841034919
14.6165713187,66.6791781855
14.6165713187,79.988102825
14.6165713187,68.9179714385
14.6165713187,80.3359235405
14.6165713187,71.6023333064
14.611624378,71.6023333064
14.611624378,74.9467480811
14.611624378,71.6163551709
14.611624378,71.6163551709
14.611624378,75.9219557616
14.6067200836,71.2696810241
14.6067200836,70.1526532543
14.6067200836,77.4882063867
14.6067200836,64.0735776929
14.6067200836,74.5725588808
14.6067200836,72.2119317348
14.6067200836,74.6234453808
14.6017731426,65.742328765
14.6017731426,77.0926975756
14.6017731426,70.6962933191
14.6017731426,80.0931853603
14.6017731426,67.5193819892
14.5968262028,67.5193819892
14.5968262028,75.230825018
14.5968262028,68.1416860105
14.5968262028,72.2193259327
14.5968262028,72.2193259327
14.5968262028,74.8289116112
14.5917086856,80.8113495075
14.5917086856,61.4437326176
14.5917086856,66.5159595757
14.5917086856,79.3813968652
14.5900028448,72.8666542478
14.5900028448,72.1071887758
14.5900028448,70.2728350623
14.5900028448,65.0972094369
14.5849706124,77.0001908422
14.5849706124,77.0001908422
14.5849706124,74.0123721541
14.5849706124,78.7387102043
14.5849706124,69.8290956848
14.5849706124,79.1528256146
14.5799383792,79.1528256146
14.5799383792,75.975078824
14.5799383792,75.975078824
14.5799383792,78.4165381099
14.5799383792,75.5192384708
14.5799383792,67.1439383897
14.5748635025,67.1439383897
14.5748635025,74.5210208481
14.5748635025,79.4523859389
14.5748635025,71.4365570307
14.5748635025,78.2796608624
14.5748635025,78.2796608624
14.5748635025,74.1102151247
14.5699165702,79.6624368404
14.5699165702,73.1482028293
14.5699165702,63.8274747959
14.5699165702,74.1192887719
14.5699165702,72.988928814
14.5699165702,72.988928814
14.5647990598,70.9943886226
14.5647990598,69.0615273455
14.5647990598,74.3305912667
14.5647990598,74.3305912667
14.5647990598,74.4875319021
14.5598947812,66.8294143796
14.5598947812,69.3102528533
14.5598947812,69.3764871057
14.5598947812,70.9462255995
14.5598947812,71.8656368902
14.5598947812,72.7623760772
14.5549052107,73.4354441785
14.5549052107,84.5498761039
14.5549052107,69.3618914474
14.5549052107,82.6151032105
14.5549052107,64.6022898285
14.5549052107,65.5199297784
14.5549052107,73.1680832572
14.5500009394,80.3572949175
14.5500009394,66.6000616541
14.5500009394,73.4891491419
14.5500009394,74.4823683361
14.5500009394,82.7543977769
14.5450113689,73.6881248397
14.5450113689,63.7439766162
14.5450113689,68.3223454842
14.5450113689,76.856894481
14.5433481748,68.7754327766
14.5433481748,68.7754327766
14.5433481748,74.2122547822
14.5433481748,72.8573253029
14.5381027151,80.6383635363
14.5381027151,79.7629149035
14.5381027151,68.7117587723
14.5381027151,72.1001702239
14.5363968749,64.970390777
14.5363968749,75.866999739
14.5363968749,71.884026245
14.5363968749,71.0255706713
14.5313220017,70.0043175944
14.5313220017,67.1861614514
14.5313220017,73.7654783156
14.5313220017,64.372071266
14.5313220017,76.8315553209
14.5313220017,80.3576671094
14.5263750772,70.4120268876
14.5263750772,70.7617461343
14.5263750772,65.0746394912
14.5263750772,68.3614377783
14.5263750772,73.5034012755
14.5263750772,73.5034012755
14.5263750772,76.5776048877
14.5211722773,82.50484234
14.5211722773,60.1033165432
14.5211722773,67.4671243695
14.5194664399,77.4452056852
14.5194664399,84.6804934631
14.5194664399,78.4990128488
14.5194664399,68.8646295854
14.5143915734,65.1120806484
14.5143915734,64.6815431021
14.5143915734,70.243000281
14.5143915734,78.3625846391
14.5126857342,64.026936948
14.5126857342,65.9012588256
14.5126857342,90.2508076548
14.5126857342,64.641227324
14.5126857342,78.7604491039
14.5078240897,79.4502197023
14.5078240897,77.0109234634
14.5078240897,75.3223315412
14.5078240897,66.4757959116
14.5078240897,67.2891349677
14.5078240897,72.6097719101
14.5027065656,72.8040527079
14.5027065656,81.3547310283
14.5027065656,69.6829623984
14.5027065656,66.7571902437
14.5027065656,66.7571902437
14.497716981,71.3368564449
14.497716981,80.6632215296
14.497716981,72.3216553551
14.497716981,72.3216553551
14.4959684958,80.7172601021
14.4959684958,74.1986950276
14.4959684958,80.0508395292
14.4959684958,79.3852380507
14.4908509767,79.3852380507
14.4908509767,75.7431045321
14.4908509767,71.0211201619
14.4908509767,77.0474052682
14.4891024888,64.1423498001
14.4891024888,78.8112579569
14.4891024888,78.8112579569
14.4891024888,68.4394888878
14.4838996728,76.0653804533
14.4838996728,68.8110376614
14.4838996728,71.0734905612
14.4838996728,76.3682059574
14.482193832,76.3682059574
14.482193832,68.668922198
14.482193832,62.493021866
14.482193832,64.4209955531
14.477076308,69.6139344142
14.477076308,69.6139344142
14.477076308,70.8838605344
14.477076308,81.4285389204
14.4753704672,81.4285389204
14.4753704672,70.3829330874
14.4753704672,73.3891705719
14.4753704672,79.5229362369
14.4702529467,72.7280740303
14.4702529467,72.7280740303
14.4702529467,65.8012308889
14.4702529467,72.9725732585
14.4685044605,65.4928576395
14.4685044605,62.4231273781
14.4685044605,62.4231273781
14.4685044605,64.4311707567
14.4633016481,70.2963826752
14.4633016481,70.0281082826
14.4633016481,62.3774414318
14.4633016481,78.5409687512
14.4616810996,72.5738758556
14.4616810996,69.4463172986
14.4616810996,65.0374339332
14.4616810996,65.0374339332
14.4565209301,68.7292580468
14.4565209301,79.3105896697
14.4565209301,68.1611605928
14.4565209301,68.862457043
14.454900381,65.6697598147
14.454900381,73.8843192915
14.454900381,63.4446480389
14.454900381,78.9336005683
14.4497402124,78.9336005683
14.4497402124,68.7354526827
14.4497402124,69.5658574445
14.4497402124,78.5723758792
14.4479917267,67.8273393279
14.4479917267,71.1114293177
14.4479917267,71.629221254
14.4479917267,63.15482144
14.4479917267,63.15482144
14.4429168522,70.0085415784
14.4429168522,66.4633769122
14.4429168522,72.4861701237
14.4429168522,72.4861701237
14.4429168522,66.9192590518
14.4376287447,80.5111120265
14.4376287447,75.5813381952
14.4376287447,69.2314084726
14.4376287447,75.9209084216
14.4359229038,74.1494440487
14.4359229038,74.1494440487
14.4359229038,80.1787703886
14.4359229038,71.8155605067
14.4306347982,67.9261417349
14.4306347982,81.7863232928
14.4306347982,73.3752820823
14.4306347982,69.449987275
14.4289289576,69.449987275
14.4289289576,74.0240414645
14.4289289576,72.3915311644
14.4289289576,75.3358844443
14.4271804708,70.286062904
14.4271804708,79.5874660181
14.4271804708,79.5874660181
14.4271804708,71.3314927696
14.4218923641,71.3314927696
14.4218923641,67.7205217537
14.4218923641,76.9047865792
14.4218923641,82.13843973
14.4218923641,72.9507180424
14.4166469044,79.0102998177
14.4166469044,79.0102998177
14.4166469044,67.9420758933
14.4166469044,76.0478371549
14.4166469044,70.9850312233
14.4166469044,82.4152218281
14.411486735,70.599650665
14.411486735,79.0335147903
14.411486735,83.1060501446
14.411486735,70.1700770126
14.411486735,73.2491811558
14.4063692134,75.3209665771
14.4063692134,72.969099981
14.4063692134,79.5887787304
14.4063692134,74.3226719625
14.4046207262,71.25501534
14.4046207262,79.463888317
14.4046207262,74.440156122
14.4046207262,83.9528378038
14.4028722387,65.2608950533
14.4028722387,71.5505151781
14.4028722387,70.24931717
14.4028722387,69.7048210357
14.4028722387,69.7048210357
14.3976694213,83.1777335323
14.3976694213,75.9531046789
14.3976694213,71.0169117515
14.3976694213,70.2376398981
14.3923386661,74.0219049692
14.3923386661,72.9927639202
14.3923386661,71.4475476215
14.3923386661,83.7298553177
14.3923386661,66.7594060235
14.3869652646,75.4490146374
14.3869652646,64.1072052009
14.3869652646,73.7947988724
14.3869652646,79.4519085064
14.3869652646,68.9782628934
14.3869652646,70.9107602301
14.3816771559,70.9107602301
14.3816771559,73.8981786183
14.3816771559,72.6732800107
14.3816771559,81.6083928874
14.3798860221,71.0927308174
14.3798860221,73.6684722776
14.3798860221,73.2778506628
14.3798860221,76.2334507511
14.3744699746,67.3555437297
14.3744699746,78.5307505641
14.3744699746,68.8646654351
14.3744699746,69.0048668884
14.3744699746,74.4821758982
14.3744699746,70.8426259822
14.3744699746,85.2976574284
14.3691818672,67.7771124962
14.3691818672,74.9945201906
14.3691818672,65.5735131451
14.3691818672,66.3442909502
14.3691818672,80.5359349107
14.3691818672,74.4327132061
14.3638511147,71.2549675142
14.3638511147,79.2903534499
14.3638511147,70.7581631826
14.3638511147,75.4494512422
14.3638511147,70.9098081299
14.3584777145,65.1649852882
14.3584777145,65.1649852882
14.3584777145,65.1649852882
14.3584777145,78.7685567565
14.3584777145,65.622173669
14.3584777145,74.9722814037
14.3584777145,76.2427590646
14.3531469594,68.3802837281
14.3531469594,83.9082714319
14.3531469594,69.9551267977
14.3531469594,71.6454838877
14.3531469594,82.9540967796
14.3478162069,68.7332245186
14.3478162069,68.7332245186
14.3478162069,67.429787748
14.3478162069,73.9995202994
14.3478162069,85.236513255
14.3478162069,68.5146282116
14.3424854567,76.3522471471
14.3424854567,78.0305266106
14.3424854567,78.0305266106
14.3424854567,74.9002011902
14.3424854567,77.8700916562
14.3424854567,76.8765812893
14.3370694159,66.5532727801
14.3370694159,66.5532727801
14.3370694159,81.3174748352
14.3370694159,81.3174748352
14.3370694159,73.902084877
14.3370694159,71.0529036697
14.3316960197,71.0529036697
14.3316960197,82.1053234562
14.3316960197,68.5612725677
14.3316960197,75.1028303974
14.3316960197,64.4698718027
14.3316960197,77.1314907331
14.3261946856,79.6493910863
14.3261946856,72.3743011274
14.3261946856,78.6087111565
14.3261946856,67.301192266
14.3244462023,82.0368710101
14.3244462023,82.0368710101
14.3244462023,80.4807796493
14.3244462023,79.1857212706
14.3244462023,75.8322465259
14.3190301712,75.8322465259
14.3190301712,75.8322465259
14.3190301712,74.6647838989
14.3190301712,81.1958125128
14.3190301712,81.1958125128
14.3136994257,88.0173425083
14.3136994257,60.0425413
14.3136994257,72.6930491179
14.3136994257,72.6930491179
14.3136994257,67.4066582573
14.3136994257,77.6251668178
14.308112801,79.5321661948
14.308112801,75.0919974502
14.308112801,81.9962504579
14.308112801,71.5913510552
14.308112801,77.9226613571
14.308112801,66.3147928716
14.3027820523,73.7350607517
14.3027820523,70.4705898283
14.3027820523,71.8025071964
14.3027820523,73.8446913615
14.3027820523,72.6709717158
14.3027820523,68.4868114882
14.2973233628,79.8934914247
14.2973233628,79.8934914247
14.2973233628,78.3900724675
14.2973233628,75.7033415111
14.2973233628,76.484300575
14.2973233628,76.7279859401
14.2917793779,75.457311109
14.2917793779,83.199381963
14.2917793779,69.2209061107
14.2917793779,72.0596985019
14.2899455983,68.923437297
14.2899455983,81.4608731406
14.2899455983,81.4608731406
14.2899455983,78.597511215
14.2863633311,83.730378482
14.2863633311,69.8223893453
14.2863633311,74.2672197769
14.2863633311,75.6411784091
14.2807340542,68.2316564294
14.2807340542,79.729397784
14.2807340542,64.9267139184
14.2807340542,78.0105434431
14.2807340542,75.423155601
14.2807340542,69.3793462411
14.2753180087,73.7051489706
14.2753180087,64.3371786127
14.2753180087,64.3371786127
14.2753180087,71.8354676002
14.2734842312,65.0262714917
14.2734842312,75.2616090725
14.2734842312,77.6126409343
14.2734842312,87.6152063888
14.268025543,69.7353904941
14.268025543,69.7353904941
14.268025543,77.1955288508
14.268025543,76.0645613469
14.268025543,74.4276892588
14.268025543,62.8615617326
14.2625242048,76.5152987063
14.2625242048,65.1980697514
14.2625242048,71.0088813252
14.2625242048,74.378533085
14.2625242048,74.378533085
14.2625242048,78.3617920775
14.2570655119,86.9073292877
14.2570655119,74.7309219584
14.2570655119,71.17072057
14.2570655119,68.4638678373
14.2570655119,83.9471428945
14.2570655119,67.2430925202
14.251478881,60.2428771767
14.251478881,70.3916191392
14.251478881,83.3500069759
14.251478881,81.4594963627
14.251478881,67.0967668988
14.251478881,70.4989111094
14.2459348996,70.4989111094
14.2459348996,70.4989111094
14.2459348996,66.2082827384
14.2459348996,65.5545891344
14.2459348996,65.5545891344
14.2459348996,69.2806537099
14.2405188575,69.2806537099
14.2405188575,70.2491859061
14.2405188575,74.4244382874
14.2405188575,78.7598428235
14.2405188575,72.507395538
14.2405188575,88.0236730697
14.2352733954,67.0964892329
14.2352733954,60.3657617002
14.2352733954,81.06989418
14.2352733954,81.06989418
14.2352733954,74.4230891536
14.2352733954,76.7209140933
14.2299852901,68.3837073251
14.2299852901,75.9919694883
14.2299852901,73.8760886384
14.2299852901,83.3479093729
14.2299852901,78.0657681573
14.2299852901,78.0657681573
14.2246545466,74.3710990182
14.2246545466,73.673706987
14.2246545466,64.4319325982
14.2246545466,77.3306742316
14.2228207708,63.0171700686
14.2228207708,63.0171700686
14.2228207708,74.7498953549
14.2228207708,66.5640017345
14.2172767938,68.0525575726
14.2172767938,72.6496944643
14.2172767938,75.38259608
14.2172767938,75.38259608
14.2172767938,65.1496628111
14.2172767938,68.8753250193
14.211860747,79.6953727001
14.211860747,70.3686859049
14.211860747,77.6238953956
14.211860747,71.3025599245
14.211860747,66.3676541295
14.211860747,73.4050088826
14.2063594076,83.0115831297
14.2063594076,70.5508729074
14.2063594076,72.9127256509
14.2063594076,72.2677326311
14.2063594076,70.2822851426
14.2063594076,70.2822851426
14.2008154238,61.9922816662
14.2008154238,90.0310657054
14.2008154238,66.2215585788
14.2008154238,79.5276122769
14.2008154238,76.9860097995
14.2008154238,72.229848804
14.1953140893,85.8838842265
14.1953140893,67.5118064854
