distance,soundIntensity
2.8631957963,41.0208171311
2.8631957963,58.2726282268
2.8631957963,47.5888883113
2.8616606283,47.5888883113
2.8616606283,49.9897199221
2.8616606283,49.4352578333
2.8616606283,43.8368481717
2.8572683594,49.1021928273
2.8572683594,52.1397315774
2.8572683594,43.8456757643
2.8572683594,57.395980641
2.8557758411,46.7882021202
2.8557758411,38.7000437974
2.8557758411,45.9590862589
2.8557758411,53.3674464417
2.8513835734,45.009153747
2.8513835734,54.1062397964
2.8513835734,40.8145336758
2.8513835734,50.5785265495
2.8513835734,50.5785265495
2.8513835734,56.4999941375
2.8469060025,44.6892843875
2.8469060025,45.9888358625
2.8469060025,45.0607728059
2.8469060025,45.0607728059
2.8469060025,52.9396116289
2.8469060025,47.0347900736
2.8423857889,42.8896852548
2.8423857889,56.0239710645
2.8423857889,56.0239710645
2.8423857889,51.4252527256
2.8409359121,52.6134909362
2.8409359121,52.6134909362
2.8409359121,48.4419645643
2.8409359121,50.4246051918
2.8364583518,49.8773136529
2.8364583518,45.7737722811
2.8364583518,54.4731728807
2.8364583518,46.890406812
2.8349658262,44.4613763124
2.8349658262,54.0070951272
2.8349658262,53.9856735085
2.8349658262,47.3181221104
2.8304882584,57.299470923
2.8304882584,47.9741106254
2.8304882584,51.434403572
2.8304882584,49.8026833701
2.8304882584,47.6679620598
2.8304882584,45.7069865428
2.8259680145,48.7236646487
2.8259680145,48.7236646487
2.8259680145,44.5951108857
2.8259680145,46.445859146
2.8259680145,46.1817846799
2.8259680145,38.9266748262
2.8214477555,54.9886213775
2.8214477555,39.6916821559
2.8214477555,40.6315483883
2.8214477555,58.9611616896
2.8199552148,48.6516414378
2.8199552148,45.3473404535
2.8199552148,53.5859023626
2.8199552148,48.0849687909
2.8153496609,44.8408838045
2.8153496609,51.4563133901
2.8153496609,51.342014033
2.8153496609,37.4539693251
2.8138997596,50.5599041994
2.8138997596,42.760705952
2.8138997596,50.948161887
2.8138997596,60.9925255768
2.8093794795,43.1356205798
2.8093794795,42.8987843558
2.8093794795,56.1090072594
2.8093794795,44.7474036655
2.8093794795,44.2156171637
2.8093794795,53.1295041498
2.8047739352,42.1484365629
2.8047739352,47.3364703461
2.8047739352,47.2475533679
2.8047739352,44.3208047877
2.8047739352,49.2442494245
2.8047739352,40.0905060094
2.8001683759,42.6789729614
2.8001683759,56.1150671776
2.8001683759,50.8951213403
2.8001683759,42.7275932432
2.8001683759,48.4775728128
2.8001683759,42.7073320788
2.7956054246,39.2019936747
2.7956054246,47.8431054557
2.7956054246,47.8431054557
2.7956054246,42.6473018835
2.7956054246,41.3621151136
2.7956054246,41.3621151136
2.7910851398,44.5056861849
2.7910851398,47.9203630404
2.7910851398,52.9515312984
2.7910851398,44.929544641
2.7910851398,43.5929379319
2.7910851398,48.417591331
2.786650144,38.4404353318
2.786650144,58.5288322891
2.786650144,56.7683708671
2.786650144,43.3396800977
2.786650144,53.7036725085
2.786650144,51.8699837047
2.7820872471,54.2253566027
2.7820872471,49.9997820725
2.7820872471,62.5695522026
2.7820872471,51.7188667612
2.7820872471,53.9934132341
2.7820872471,65.6312879087
2.777396436,45.2327531295
2.777396436,40.6201975401
2.777396436,59.9094891618
2.777396436,44.0112514798
2.777396436,62.5184309151
2.777396436,48.979933779
2.7728761767,47.5262244637
2.7728761767,61.9990093041
2.7728761767,41.3375943981
2.7728761767,48.1934087462
2.7713836192,48.1934087462
2.7713836192,54.7235917375
2.7713836192,39.0868193742
2.7713836192,45.0116540515
2.7666927177,49.3430151514
2.7666927177,51.9266739691
2.7666927177,44.1133898571
2.7666927177,47.0153511187
2.7666927177,49.7990365788
2.7666927177,51.189164917
2.7621297504,45.4644903106
2.7621297504,49.0345952658
2.7621297504,50.8674318895
2.7621297504,40.9021234954
2.7621297504,47.6951520389
2.7621297504,56.0571042072
2.7573962268,43.7553039568
2.7573962268,44.741494834
2.7573962268,61.9835082184
2.7573962268,43.2175338817
2.7573962268,47.1627426422
2.7573962268,56.7628024337
2.7527906516,56.7628024337
2.7527906516,44.2496105681
2.7527906516,43.5123360033
2.7527906516,43.5123360033
2.7527906516,59.0358610347
2.7527906516,59.0358610347
2.7481850483,56.6849820829
2.7481850483,48.1998702458
2.7481850483,62.8776270779
2.7481850483,44.5105036562
2.7481850483,49.3208698247
2.7481850483,43.9157242656
2.7434088402,43.9157242656
2.7434088402,44.9070996786
2.7434088402,50.3718183767
2.7434088402,44.6686231153
2.7434088402,55.4500680627
2.7434088402,41.2407079444
2.7388032051,42.2194160367
2.7388032051,49.1626703622
2.7388032051,45.7867933301
2.7388032051,40.3924956837
2.7388032051,40.3924956837
2.7388032051,44.617334079
2.734026961,41.9628714983
2.734026961,50.6034265302
2.734026961,50.6034265302
2.734026961,43.711506432
2.734026961,54.3909753626
2.734026961,47.7704772228
2.729293374,49.6649733289
2.729293374,47.6100822195
2.729293374,41.2583220599
2.729293374,52.2241305198
2.729293374,53.1249799411
2.729293374,48.7355481408
2.7245597757,48.218266788
2.7245597757,47.6422211076
2.7245597757,52.901428392
2.7245597757,44.2425163863
2.7245597757,44.2425163863
2.7245597757,48.8086956483
2.7198688064,52.8273806586
2.7198688064,42.6514592405
2.7198688064,42.2574875621
2.7198688064,55.6741687533
2.7198688064,47.5973607514
2.7198688064,42.6059204421
2.7150925368,42.6059204421
2.7150925368,43.2009119457
2.7150925368,56.3309995638
2.7150925368,50.0160200484
2.7150925368,39.5769190334
2.7150925368,46.8538843271
2.7102736172,43.7595850934
2.7102736172,44.5625985539
2.7102736172,51.5109361048
2.7102736172,38.3211673485
2.7102736172,38.2061083368
2.7102736172,38.2061083368
2.7054120577,48.6702718376
2.7054120577,48.7081745824
2.7054120577,65.9298254246
2.7054120577,46.9595629969
2.7038341832,50.3137715565
2.7038341832,50.3137715565
2.7038341832,46.3997607755
2.7038341832,59.1388277192
2.6991005549,44.1087130222
2.6991005549,45.602785499
2.6991005549,52.0626749706
2.6991005549,51.4234763642
2.6991005549,46.3991077162
2.6991005549,65.4066553393
2.6943669174,57.0681629977
2.6943669174,42.7370519907
2.6943669174,62.30037498
2.6943669174,44.9915798089
2.6943669174,43.5947595276
2.6943669174,56.6395280336
2.6894626939,52.4109386285
2.6894626939,45.1132461838
2.6894626939,40.9018648938
2.6894626939,56.1902883463
2.6894626939,56.1902883463
2.6894626939,41.877827147
2.6846011208,42.3354298566
2.6846011208,59.5273164997
2.6846011208,46.9775898771
2.6846011208,51.7291150759
2.6846011208,50.4549236062
2.6846011208,41.113340972
2.6798248133,50.4465424614
2.6798248133,41.6925835057
2.6798248133,41.6944601987
2.6798248133,54.8982241142
2.6798248133,48.9395386844
2.6798248133,44.4988190293
2.6749632074,56.3529075613
2.6749632074,49.2600321704
2.6749632074,48.5624710039
2.6749632074,58.7665172599
2.6749632074,42.7843785128
2.6749632074,47.6683124592
2.6702295177,54.3634096569
2.6702295177,48.6002845792
2.6702295177,52.9537881821
2.6702295177,53.9558222891
2.6702295177,53.9558222891
2.6702295177,57.9121054751
2.6654958193,53.6040565245
2.6654958193,46.3267033893
2.6654958193,54.3657536719
2.6654958193,47.8725146013
2.6654958193,41.11344918
2.6654958193,51.2005816977
2.6605062475,43.0016088366
2.6605062475,47.2775177587
2.6605062475,47.2775177587
2.6605062475,44.6265915287
2.6588857051,49.8344349451
2.6588857051,51.4083419147
2.6588857051,48.6640879297
2.6588857051,49.6777090765
2.6538961406,42.4661907504
2.6538961406,42.2847254985
2.6538961406,48.6991508777
2.6538961406,41.5477309932
2.6538961406,51.9186963545
2.6538961406,50.5871894311
2.6489492127,52.8631661024
2.6489492127,52.8631661024
2.6489492127,54.9331763525
2.6489492127,47.9554409719
2.6489492127,45.5137991268
2.6489492127,43.3342477506
2.6440449272,43.9319205317
2.6440449272,59.1398500851
2.6440449272,41.9714585975
2.6440449272,59.9683043108
2.6440449272,42.9934369503
2.6440449272,48.8218298746
2.6390979957,48.5057738591
2.6390979957,42.662472075
2.6390979957,42.662472075
2.6390979957,52.7236324275
2.6390979957,43.3453968876
2.6390979957,55.2638949238
2.6341510701,45.9242802764
2.6341510701,46.8799261729
2.6341510701,51.1546763659
2.6341510701,45.3584227192
2.6324452353,39.1473238161
2.6324452353,60.0858435093
2.6324452353,41.7267693184
2.6324452353,55.9205623204
2.6274556685,43.0007251821
2.6274556685,43.6632137688
2.6274556685,52.6378290314
2.6274556685,45.453444155
2.6257498307,42.1373533172
2.6257498307,61.8468209182
2.6257498307,45.6928722158
2.6257498307,42.8440120963
2.6208028994,60.111874176
2.6208028994,41.031710107
2.6208028994,50.8026992808
2.6208028994,50.8026992808
2.6208028994,43.7465548393
2.6208028994,42.2503268615
2.6158133165,48.4253988866
2.6158133165,48.5785457587
2.6158133165,42.4534006845
2.6158133165,50.7624946676
2.6158133165,45.792576722
2.6158133165,44.8034479677
2.6107810901,53.555354092
2.6107810901,54.6842569953
2.6107810901,40.6142260093
2.6107810901,45.9169304506
2.6090752512,43.5472352717
2.6090752512,43.5472352717
2.6090752512,55.1335774767
2.6090752512,45.0923999358
2.6040003789,50.5159390314
2.6040003789,50.4031582925
2.6040003789,44.3087919598
2.6040003789,45.2323165151
2.6023798324,40.4793335145
2.6023798324,53.7540456104
2.6023798324,47.6815762032
2.6023798324,42.8451755536
2.5972623175,51.5538649529
2.5972623175,39.929961339
2.5972623175,54.1287175733
2.5972623175,54.1287175733
2.5972623175,40.4611884704
2.5972623175,40.7517651969
2.5921874503,51.3135599296
2.5921874503,44.0404910627
2.5921874503,41.0798891239
2.5921874503,47.5453520683
2.5921874503,40.2753542737
2.5921874503,45.4145101284
2.5870699354,47.7430373339
2.5870699354,50.8309018956
2.5870699354,50.8309018956
2.5870699354,43.2138052526
2.5853214496,44.1638803575
2.5853214496,48.5308809457
2.5853214496,44.6732546292
2.5853214496,54.7981416482
2.580331868,52.7719610068
2.580331868,52.7719610068
2.580331868,42.8571940572
2.580331868,43.3536603801
2.5785833832,53.0223151971
2.5785833832,44.4955782384
2.5785833832,39.5462540993
2.5785833832,39.1585911354
2.5736364522,39.1585911354
2.5736364522,58.7893409125
2.5736364522,53.1256099169
2.5736364522,38.5191069441
2.5736364522,55.5220093657
2.5736364522,41.2754866687
2.5685615817,47.0068586628
2.5685615817,47.0068586628
2.5685615817,45.2914250622
2.5685615817,45.6038139642
2.5685615817,45.1698320757
2.5685615817,45.1698320757
2.5635293589,50.8970710649
2.5635293589,47.4247287972
2.5635293589,48.1526335318
2.5635293589,55.2421142425
2.5617382309,44.5696840538
2.5617382309,49.1275555229
2.5617382309,44.8595382793
2.5617382309,44.8595382793
2.556706019,43.6907624901
2.556706019,50.6476115465
2.556706019,49.8250118157
2.556706019,57.4541013071
2.5550428295,46.1924899044
2.5550428295,44.8288907589
2.5550428295,39.6774158538
2.5550428295,46.5847166437
2.5498826776,45.6155856625
2.5498826776,45.6155856625
2.5498826776,46.7780975718
2.5498826776,51.5272190402
2.5498826776,43.3968378486
2.5498826776,43.3968378486
2.5447651717,43.0420191688
2.5447651717,43.5444405164
2.5447651717,43.4791721732
2.5447651717,45.5618557783
2.5447651717,48.6666268163
2.5447651717,52.1695192597
2.5397329627,40.3475107159
2.5397329627,53.7389610135
2.5397329627,53.7389610135
2.5397329627,60.6123589973
2.5380697734,40.6916473197
2.5380697734,41.8436396801
2.5380697734,56.3251723614
2.5380697734,47.2068503904
2.532909615,58.8582229906
2.532909615,40.6369955447
2.532909615,42.166710448
2.532909615,42.166710448
2.5311611288,52.0829515937
2.5311611288,52.5071346083
2.5311611288,48.0133579567
2.5311611288,42.2067051057
2.5259583151,46.4849847903
2.5259583151,52.2266587608
2.5259583151,52.2266587608
2.5242524759,56.7945563602
2.5242524759,41.555294523
2.5242524759,41.555294523
2.5242524759,48.9429209695
2.5242524759,45.0182353363
2.5190923139,45.0182353363
2.5190923139,54.4981148349
2.5190923139,49.4611121847
2.5190923139,46.5475851642
2.5173438292,44.9577423712
2.5173438292,44.1967983052
2.5173438292,44.1967983052
2.5173438292,49.1183400064
2.5122689609,54.6451299327
2.5122689609,56.8374693726
2.5122689609,47.2371033823
2.5122689609,49.4451305468
2.5122689609,49.4451305468
2.5122689609,45.6318095066
2.5070661514,43.8757719884
2.5070661514,44.3110453983
2.5070661514,51.4854593358
2.5070661514,42.6064417611
2.5053176642,52.2314984321
2.5053176642,46.319619317
2.5053176642,45.8410537988
2.5053176642,46.9276554522
2.5002854329,46.0009048677
2.5002854329,46.0009048677
2.5002854329,53.9833236189
2.5002854329,47.4779464095
2.4985369464,48.8020729183
2.4985369464,45.7813647018
2.4985369464,50.125604699
2.4985369464,59.1801925937
2.4932914858,43.0790175185
2.4932914858,47.8355875519
2.4932914858,41.6548287825
2.4932914858,41.6548287825
2.491542998,53.4603023538
2.491542998,42.3563857001
2.491542998,48.1094886252
2.491542998,57.1661023121
2.486382827,44.7004617858
2.486382827,57.4216382026
2.486382827,45.8046075036
2.486382827,45.8046075036
2.486382827,46.4644465306
2.486382827,52.8774453931
2.4811373636,52.8774453931
2.4811373636,54.5337324546
2.4811373636,41.9214448608
2.4811373636,38.7357835826
2.4794315219,49.3784538895
2.4794315219,51.5504893577
2.4794315219,50.4589534363
2.4794315219,40.4431019404
2.4741860588,41.6879157923
2.4741860588,41.433745574
2.4741860588,41.433745574
2.4741860588,58.4202233576
2.4724802173,48.1443338865
2.4724802173,47.7250152334
2.4724802173,43.9567518873
2.4724802173,47.8831796705
2.4673200467,52.7096669667
2.4673200467,46.5785943775
2.4673200467,42.4938919257
2.4673200467,42.2646145975
2.4673200467,42.2646145975
2.4673200467,42.5090199819
2.4621598757,48.3510104256
2.4621598757,57.4106254985
2.4621598757,53.506721781
2.4621598757,43.0706460787
2.4621598757,46.2836566832
2.4621598757,46.9688939067
2.4569570603,44.4487825131
2.4569570603,53.2595454848
2.4569570603,42.9780720466
2.4569570603,42.9780720466
2.4569570603,37.1929812014
2.4569570603,54.5661063697
2.4517542468,44.2589493175
2.4517542468,50.527429251
2.4517542468,51.5375823354
2.4517542468,51.1269027519
2.4499631148,48.7009620167
2.4499631148,55.8506545261
2.4499631148,42.935155577
2.4499631148,51.6589723284
2.4482572756,51.6589723284
2.4482572756,37.862982462
2.4482572756,46.5832559566
2.4482572756,46.9512956311
2.4430971139,50.3268560689
2.4430971139,57.715528868
2.4430971139,44.972939108
2.4430971139,44.1495761215
2.4378516664,44.1495761215
2.4378516664,50.0070142317
2.4378516664,50.4910692672
2.4378516664,50.4910692672
2.4378516664,46.4739437486
2.4378516664,45.2636743337
2.4325209271,40.6532481006
2.4325209271,43.6597573127
2.4325209271,55.8550224437
2.4325209271,42.9085042492
2.4325209271,57.9150692207
2.4325209271,55.5412158972
2.4273181331,47.0199686288
2.4273181331,47.0199686288
2.4273181331,53.1384153199
2.4273181331,41.7470117632
2.4255270194,45.4871323064
2.4255270194,55.5665843188
2.4255270194,44.788484954
2.4255270194,52.6798431677
2.4203242653,52.6798431677
2.4203242653,40.4192844558
2.4203242653,55.8384250194
2.4203242653,55.8384250194
2.4185331517,48.979859829
2.4185331517,41.8871240358
2.4185331517,49.2097866531
2.4185331517,45.9200635082
2.4134156804,57.6447493299
2.4134156804,40.6679866886
2.4134156804,49.5495805204
2.4134156804,46.8991350081
2.4134156804,55.0166599534
2.4134156804,42.4058514654
2.4079570491,42.4058514654
2.4079570491,49.3488450882
2.4079570491,45.7468126452
2.4079570491,46.5627636088
2.4079570491,49.992695017
2.4079570491,43.8852720079
2.402626379,49.8689017943
2.402626379,45.2860238633
2.402626379,50.7751888656
2.402626379,52.828547554
2.4008779193,52.828547554
2.4008779193,47.4580464638
2.4008779193,46.0456538881
2.4008779193,45.0068698174
2.3955046045,42.1956342644
2.3955046045,43.1527933448
2.3955046045,53.8915919192
2.3955046045,51.3257501434
2.3937987938,43.4108739254
2.3937987938,41.3357051419
2.3937987938,46.4129601538
2.3937987938,46.4129601538
2.3885107701,57.2677481058
2.3885107701,46.8546148058
2.3885107701,47.5166831129
2.3885107701,50.1146609449
2.3885107701,44.1275885818
2.3885107701,54.7607515251
2.3833080227,37.1162928395
2.3833080227,49.7039998432
2.3833080227,48.2981754592
2.3833080227,48.2981754592
2.3833080227,46.4099454205
2.3833080227,49.0528439291
2.3780199846,39.5074966598
2.3780199846,48.8125622269
2.3780199846,44.2504935019
2.3780199846,54.0582530587
2.3762715272,44.8052342409
2.3762715272,46.7023116217
2.3762715272,44.1535471446
2.3762715272,44.1535471446
2.3709408704,45.9035337663
2.3709408704,54.8211755332
2.3709408704,41.7547655181
2.3709408704,45.5110614303
2.3691497758,40.8425410388
2.3691497758,52.9757875135
2.3691497758,43.4204864461
2.3691497758,49.1861532794
2.3639044401,53.089313329
2.3639044401,45.6510608311
2.3639044401,45.6510608311
2.3639044401,40.2843273599
2.3639044401,43.5093741491
2.3639044401,57.1479144894
2.3585738646,42.1063816969
2.3585738646,43.0936279199
2.3585738646,50.859683548
2.3585738646,41.7190050269
2.3585738646,45.4683896894
2.3585738646,42.4801285861
2.3533712236,52.0033306754
2.3533712236,45.5070140269
2.3533712236,45.5070140269
2.3533712236,48.4053185258
2.3515801408,46.7528838521
2.3515801408,45.977658825
2.3515801408,47.0871196613
2.3515801408,43.0948289361
2.3464201102,55.4787016335
2.3464201102,45.4865315473
2.3464201102,44.7650333013
2.3464201102,55.3486037022
2.3447143067,55.3486037022
2.3447143067,41.8729339214
2.3447143067,41.8729339214
2.3447143067,50.8489927657
2.3393836589,42.4885857273
2.3393836589,44.1881070724
2.3393836589,42.2770651857
2.3393836589,46.4794021483
2.3393836589,48.1573751687
2.3393836589,53.2927664822
2.3340103439,52.0201667415
2.3340103439,49.1454016421
2.3340103439,49.1454016421
2.3340103439,41.7272781618
2.3340103439,45.3433335492
2.3340103439,48.0083828082
2.3286796501,46.0739014776
2.3286796501,40.4970004874
2.3286796501,51.4709783026
2.3286796501,41.874488114
2.3268458931,40.4624135927
2.3268458931,48.9211855901
2.3268458931,48.9211855901
2.3268458931,49.6428645561
2.3214725542,43.1709705237
2.3214725542,45.8291598713
2.3214725542,49.5965606762
2.3214725542,44.0075458108
2.3196814344,44.6313265342
2.3196814344,45.098705684
2.3196814344,45.2309227687
2.3196814344,50.1565311953
2.3143933666,41.692001239
2.3143933666,46.2969936852
2.3143933666,46.2969936852
2.3143933666,48.7532536531
2.3143933666,48.7532536531
2.3143933666,40.7985561315
2.3089347124,48.930273957
2.3089347124,42.9116018095
2.3089347124,44.9830148714
2.3089347124,55.6648319213
2.3089347124,48.4773539712
2.3089347124,42.777591629
2.3036466347,42.777591629
2.3036466347,51.4282767631
2.3036466347,47.1051483825
2.3036466347,43.478440287
2.3017702224,43.478440287
2.3017702224,50.9997005061
2.3017702224,42.1628672331
2.3017702224,57.0907042327
2.2981879809,44.2520518823
2.2981879809,51.4362670301
2.2981879809,39.9864811982
2.2981879809,39.9864811982
2.2928146001,52.8300709552
2.2928146001,42.6516108083
2.2928146001,53.8855062778
2.2928146001,48.627737713
2.2928146001,40.9318090772
2.2928146001,50.0738781591
2.2873985664,49.9415580283
2.2873985664,36.3914948911
2.2873985664,56.8450827458
2.2873985664,56.8450827458
2.2873985664,47.1726885162
2.2873985664,44.8135621623
2.2820251913,42.3888480713
2.2820251913,49.8159920274
2.2820251913,46.1091179167
2.2820251913,53.6999612528
2.2820251913,44.3146002934
2.2820251913,44.0112713904
2.2766944684,40.4581810238
2.2766944684,50.0761249844
2.2766944684,50.0761249844
2.2766944684,57.7421323573
2.2766944684,43.776783942
2.2766944684,44.1063212905
2.2714063825,56.0377914766
2.2714063825,45.245486862
2.2714063825,48.666200568
2.2714063825,43.1473120314
2.2695299693,46.0725535723
2.2695299693,46.4817570526
2.2695299693,46.4817570526
2.2695299693,44.9923016311
2.264113966,49.8878692628
2.264113966,42.6820244911
2.264113966,46.4943163923
2.264113966,48.1987029988
2.264113966,50.1591384987
2.264113966,48.7224767927
2.2587405978,39.8152425769
2.2587405978,50.3776864861
2.2587405978,50.519258139
2.2587405978,50.519258139
2.2587405978,46.8057471824
2.2587405978,46.8057471824
2.2533672153,44.394266469
2.2533672153,48.1459609447
2.2533672153,57.3496555926
2.2533672153,54.4054439632
2.2533672153,47.4911243778
2.2533672153,43.3169448969
2.2478658927,44.8630889432
2.2478658927,51.5670927102
2.2478658927,51.5670927102
2.2478658927,49.6853770637
2.2478658927,47.1914242779
2.2478658927,42.0097212014
2.2424072079,45.8437795081
2.2424072079,59.0233450182
2.2424072079,43.330315553
2.2424072079,44.9306412321
2.2424072079,52.7544178104
2.2424072079,40.0152208678
2.2369058727,40.0152208678
2.2369058727,54.1793040901
2.2369058727,57.2151582763
2.2369058727,47.4514855869
2.2369058727,43.1156331518
2.2369058727,40.4631861371
2.2314898309,51.9249136741
2.2314898309,42.9318451645
2.2314898309,43.0806535557
2.2314898309,47.6249990238
2.2314898309,49.1674101763
2.2314898309,49.1674101763
2.22603115,49.3097475594
2.22603115,52.9457945953
2.22603115,48.3686780291
2.22603115,39.3570190875
2.22603115,39.3570190875
2.22603115,41.0450209051
2.2207003989,45.9143390851
2.2207003989,42.0642308645
2.2207003989,42.0642308645
2.2188666221,52.5556329907
2.2188666221,52.5556329907
2.2188666221,41.6462015641
2.2188666221,46.3135571084
2.2188666221,48.2963765913
2.2133652953,51.1776750547
2.2133652953,42.2221035845
2.2133652953,42.2221035845
2.2133652953,44.6240514493
2.2133652953,42.0872991694
2.2133652953,47.1396768856
2.2080345675,65.4916670998
2.2080345675,65.4916670998
2.2080345675,46.1212332436
2.2080345675,42.4475249208
2.2080345675,43.4641510978
2.2080345675,49.6997890441
2.2024906108,49.160957063
2.2024906108,50.350593954
2.2024906108,46.7486051158
2.2024906108,50.5751037154
2.2024906108,50.1076221852
2.2024906108,50.1076221852
2.1969040116,43.5571976139
2.1969040116,58.766082142
2.1969040116,43.1833507813
2.1969040116,43.1076791317
2.1969040116,43.1076791317
2.1969040116,46.448699737
2.1914453568,46.7780605418
2.1914453568,45.4989062656
2.1914453568,48.5062839835
2.1914453568,41.3371952479
